"word","gloss","language","dialect","form"
"and"," used to show causation"," Tok Pisin",""," {{t+|tpi|olsem}"
"and"," used to show causation"," Tok Pisin",""," {{t|tpi|olsem na}}"
"all_determiner"," every individual of the given class"," Tok Pisin",""," {{t+|tpi|olgeta}}"
"everything"," all the things"," Tok Pisin",""," {{l|tpi|olgeta}} {{t+|tpi|samting}}"
"anything_pronoun"," =any thing of any kind"," Tok Pisin",""," {{t+|tpi|samting}}"
"all_determiner"," every individual of the given class"," Tregami",""," {{t|trm|sāstok}}"
"all_determiner"," "," Tupinambá",""," {{t-check|tpn|opab}"
"all_determiner"," "," Tupinambá",""," {{t-check|tpn|opakatu}}"
"and"," used to connect two similar words` phrases` et cetera"," Turkish",""," {{t+|tr|ve}"
"and"," used to connect two similar words` phrases` et cetera"," Turkish",""," {{t+|tr|ile}}"
"also"," in addition; besides; as well; further; too"," Turkish",""," {{t+|tr|ayrıca}"
"also"," in addition; besides; as well; further; too"," Turkish",""," {{t+|tr|da}"
"also"," in addition; besides; as well; further; too"," Turkish",""," {{t+|tr|de}"
"also"," in addition; besides; as well; further; too"," Turkish",""," {{t+|tr|hem}}"
"every"," all of a countable group"," Turkish",""," {{t+|tr|her}}"
"all_determiner"," every individual of the given class"," Turkish",""," {{t+|tr|bütün}}"
"all_determiner"," throughout the whole of (a stated period of time)"," Turkish",""," {{t+|tr|bütün}}"
"all_determiner"," "," Turkish",""," {{t+check|tr|hepsi}"
"all_determiner"," "," Turkish",""," {{t+check|tr|tamamı}}"
"all_adverb"," "," Turkish",""," {{t+check|tr|tamamen}}"
"each_determiner"," every"," Turkish",""," {{t+|tr|her}"
"each_determiner"," every"," Turkish",""," {{t+|tr|her biri}}"
"everybody"," all people"," Turkish",""," {{t+|tr|herkes}}"
"everyone"," every person"," Turkish",""," {{t+|tr|herkes}}"
"everything"," all the things"," Turkish",""," {{t|tr|her şey}"
"everything"," all the things"," Turkish",""," {{t+|tr|herşey}}"
"whatever_determiner"," "," Turkish",""," {{t|tr|her ne}"
"whatever_determiner"," "," Turkish",""," {{t|tr|her neyse}}"
"everywhere"," at all places"," Turkish",""," {{t|tr|her yer}"
"everywhere"," at all places"," Turkish",""," {{t|tr|her yerde}}"
"and"," used to connect two similar words` phrases` et cetera"," Turkmen",""," {{t+|tk|we}}"
"also"," in addition; besides; as well; further; too"," Turkmen",""," {{t|tk|hem}}"
"every"," all of a countable group"," Turkmen",""," {{t|tk|her}}"
"all_determiner"," every individual of the given class"," Turkmen",""," {{t|tk|tutuş}}"
"everybody"," all people"," Turkmen",""," {{t|tk|her kes}}"
"and"," used to connect two similar words` phrases` et cetera"," Tuvan",""," {{t|tyv|-биле}} {{qualifier|enclitic}"
"and"," used to connect two similar words` phrases` et cetera"," Tuvan",""," {{t|tyv|болгаш}}"
"and"," used to connect two similar words` phrases` et cetera"," Tzotzil",""," {{t|tzo|xchiʼuk}}"
"and"," used to connect two similar words` phrases` et cetera"," Udmurt",""," {{t|udm|но}}"
"also"," in addition; besides; as well; further; too"," Ugaritic",""," {{t|uga|𐎀𐎔}}"
"whoever"," any person or persons that"," Ugaritic",""," {{t|uga|𐎎𐎐|tr=mn}"
"whoever"," any person or persons that"," Ugaritic",""," {{t|uga|𐎎𐎐𐎋|tr=mnk}}"
"whatever_determiner"," "," Ugaritic",""," {{t|uga|𐎎𐎐𐎎}}"
"and"," used to connect two similar words` phrases` et cetera"," Ukrainian",""," {{t+|uk|і}"
"and"," used to connect two similar words` phrases` et cetera"," Ukrainian",""," {{t+|uk|й}"
"and"," used to connect two similar words` phrases` et cetera"," Ukrainian",""," {{t+|uk|та}}"
"and"," used at the end of a list to indicate the last item"," Ukrainian",""," {{t+|uk|і}"
"and"," used at the end of a list to indicate the last item"," Ukrainian",""," {{t+|uk|й}"
"and"," used at the end of a list to indicate the last item"," Ukrainian",""," {{t+|uk|та}}"
"and"," used to string together sentences or sentence fragments in chronological order"," Ukrainian",""," {{t+|uk|і}"
"and"," used to string together sentences or sentence fragments in chronological order"," Ukrainian",""," {{t+|uk|й}"
"and"," used to string together sentences or sentence fragments in chronological order"," Ukrainian",""," {{t+|uk|та}"
"and"," used to string together sentences or sentence fragments in chronological order"," Ukrainian",""," {{t+|uk|а}}"
"also"," in addition; besides; as well; further; too"," Ukrainian",""," {{t+|uk|так са́мо}"
"also"," in addition; besides; as well; further; too"," Ukrainian",""," {{t|uk|теж}"
"also"," in addition; besides; as well; further; too"," Ukrainian",""," {{t+|uk|тако́ж}}"
"every"," all of a countable group"," Ukrainian",""," {{t+|uk|ко́жний}}"
"all_determiner"," every individual of the given class"," Ukrainian",""," {{t+|uk|весь}"
"all_determiner"," every individual of the given class"," Ukrainian",""," {{t+|uk|ці́лий}}"
"each_determiner"," every"," Ukrainian",""," {{t+|uk|ко́жний|m}}"
"any_pronoun"," Any things or persons"," Ukrainian",""," {{t+|uk|будь-хто́}}"
"everybody"," all people"," Ukrainian",""," {{t|uk|усі́|m-p|sc=Cyrl}"
"everybody"," all people"," Ukrainian",""," {{t+|uk|всі|m-p|sc=Cyrl}"
"everybody"," all people"," Ukrainian",""," {{t+|uk|ко́жний|sc=Cyrl}}"
"everyone"," every person"," Ukrainian",""," {{t|uk|усі́|p|sc=Cyrl}} / {{t+|uk|всі́|p|sc=Cyrl}"
"everyone"," every person"," Ukrainian",""," {{t+|uk|ко́жний|sc=Cyrl}"
"everyone"," every person"," Ukrainian",""," {{t|uk|вся́кий}}"
"everything"," all the things"," Ukrainian",""," {{t|uk|усе́}"
"everything"," all the things"," Ukrainian",""," {{t|uk|все}}"
"anything_pronoun"," =any thing of any kind"," Ukrainian",""," {{t+|uk|що-не́будь}"
"anything_pronoun"," =any thing of any kind"," Ukrainian",""," {{t|uk|ніщо́}} {{qualifier|in negative sentences}"
"anything_pronoun"," =any thing of any kind"," Ukrainian",""," {{t+|uk|будь-що}}"
"whatever_determiner"," for any ... that"," Ukrainian",""," {{t+|uk|будь-яки́й}}"
"whatever_determiner"," "," Ukrainian",""," {{t|uk|щоб не (ста́лося)}"
"whatever_determiner"," "," Ukrainian",""," {{t|uk|щоб не (було́)}}"
"anywhere"," in or at any location"," Ukrainian",""," {{t|uk|де завго́дно}"
"anywhere"," in or at any location"," Ukrainian",""," {{t|uk|де-не́будь}"
"anywhere"," in or at any location"," Ukrainian",""," {{t|uk|скрізь}}"
"everywhere"," at all places"," Ukrainian",""," {{t|uk|усю́ди}"
"everywhere"," at all places"," Ukrainian",""," {{t|uk|всю́ди}"
"everywhere"," at all places"," Ukrainian",""," {{t|uk|повсю́ди}"
"everywhere"," at all places"," Ukrainian",""," {{t|uk|скрізь}}"
"and"," used to connect two similar words` phrases` et cetera"," Ume Sami",""," {{t|sju|jah}}"
"and"," used to connect two similar words` phrases` et cetera"," Urdu",""," {{t|ur|اور|tr=aur}}"
"also"," in addition; besides; as well; further; too"," Urdu",""," {{t|ur|بھی|tr=bhī}}"
"every"," all of a countable group"," Urdu",""," {{t|ur|ہر|tr=har}}"
"all_determiner"," every individual of the given class"," Urdu",""," {{t|ur|سب|tr=sab}"
"all_determiner"," every individual of the given class"," Urdu",""," {{t|ur|سارا|tr=sārā}}"
"each_determiner"," every"," Urdu",""," {{t|ur|ہر}} (har)"
"everybody"," all people"," Urdu",""," {{t|ur|سب لوگ|tr=sab lōg|sc=ur-Arab}"
"everybody"," all people"," Urdu",""," {{t|ur|سب|tr=sab|sc=ur-Arab}}"
"everyone"," every person"," Urdu",""," {{t|ur|[[سب لوگ]]|tr=sab log|sc=ur-Arab}}"
"everything"," all the things"," Urdu",""," {{t|ur|سب کچھ|tr=sab kuch}"
"everything"," all the things"," Urdu",""," {{t|ur|سب|tr=sab|sc=ur-Arab}"
"everything"," all the things"," Urdu",""," {{t|ur|ہر چیز|sc=ur-Arab}}"
"and"," used to connect two similar words` phrases` et cetera"," Uyghur",""," {{t+|ug|ۋە}"
"and"," used to connect two similar words` phrases` et cetera"," Uyghur",""," {{t+|ug|بىلەن}"
"and"," used to connect two similar words` phrases` et cetera"," Uyghur",""," {{t+|ug|ھەم}}"
"also"," in addition; besides; as well; further; too"," Uyghur",""," {{t|ug|مۇ}"
"also"," in addition; besides; as well; further; too"," Uyghur",""," {{t|ug|يەنە}"
"also"," in addition; besides; as well; further; too"," Uyghur",""," {{t|ug|ھەمدە}}"
"and"," used to connect two similar words` phrases` et cetera"," Uzbek",""," {{t+|uz|va}}"
"also"," in addition; besides; as well; further; too"," Uzbek",""," {{t+|uz|ham}"
"also"," in addition; besides; as well; further; too"," Uzbek",""," {{t+|uz|shuningdek}}"
"every"," all of a countable group"," Uzbek",""," {{t+|uz|har}}"
"and"," used to connect two similar words` phrases` et cetera"," Vandalic",""," {{t|xvn|ia}}"
"and"," used to connect two similar words` phrases` et cetera"," Venetian",""," {{t+|vec|e}}"
"also"," in addition; besides; as well; further; too"," Venetian",""," {{t+|vec|anca}}"
"all_determiner"," every individual of the given class"," Venetian",""," {{t+|vec|tuto}}"
"everything"," all the things"," Venetian",""," {{t+|vec|tuto}}"
"everywhere"," at all places"," Venetian",""," {{t+|vec|inpartut}}"
"and"," used to connect two similar words` phrases` et cetera"," Vietnamese",""," {{t+|vi|và}} ({{t|vi|𡝕|sc=Hani}}"
"and"," used to connect two similar words` phrases` et cetera"," Vietnamese",""," {{t+|vi|với}} ({{t|vi|喟|sc=Hani}})"
"and"," used at the end of a list to indicate the last item"," Vietnamese",""," {{t+|vi|và}}"
"and"," used to string together sentences or sentence fragments in chronological order"," Vietnamese",""," {{t+|vi|và}}"
"also"," in addition; besides; as well; further; too"," Vietnamese",""," {{t+|vi|cũng}}"
"every"," all of a countable group"," Vietnamese",""," {{t+|vi|mỗi}"
"every"," all of a countable group"," Vietnamese",""," {{t+|vi|các}"
"every"," all of a countable group"," Vietnamese",""," {{t+|vi|từng}}"
"all_determiner"," every individual of the given class"," Vietnamese",""," {{t+|vi|mọi}}"
"all_determiner"," "," Vietnamese",""," {{t+check|vi|đều}}"
"each_determiner"," every"," Vietnamese",""," {{t+|vi|hàng}"
"each_determiner"," every"," Vietnamese",""," {{t+|vi|từng}}"
"everybody"," all people"," Vietnamese",""," {{t|vi|mọi người}}"
"everyone"," every person"," Vietnamese",""," {{t|vi|mọi người}} ({{t|vi|每𠊛|sc=Hani}})"
"everything"," all the things"," Vietnamese",""," {{t|vi|mọi vật}"
"everything"," all the things"," Vietnamese",""," {{t|vi|mọi thứ nào}} {{q|every thing}"
"everything"," all the things"," Vietnamese",""," {{t+|vi|tất cả}} {{q|all}}"
"and"," used to connect two similar words` phrases` et cetera"," Vilamovian",""," {{t|wym|ana}}"
"and"," used to connect two similar words` phrases` et cetera"," Volapük",""," {{t+|vo|e}}"
"every"," all of a countable group"," Volapük",""," {{t+|vo|alik}}"
"all_determiner"," every individual of the given class"," Volapük",""," {{t+|vo|valik}}"
"everything"," all the things"," Volapük",""," {{t+|vo|valikos}}"
"all_determiner"," every individual of the given class"," Waigali",""," {{t|wbk|sabiǰag}}"
"and"," used to connect two similar words` phrases` et cetera"," Walloon",""," {{t+|wa|et}"
"and"," used to connect two similar words` phrases` et cetera"," Walloon",""," {{t+|wa|eyet}}"
"and"," used at the end of a list to indicate the last item"," Walloon",""," {{t+|wa|et}"
"and"," used at the end of a list to indicate the last item"," Walloon",""," {{t+|wa|eyet}}"
"all_determiner"," every individual of the given class"," Walloon",""," {{t+|wa|tot}}"
"each_determiner"," every"," Walloon",""," {{t+|wa|tchaeke|m|f}}"
"everybody"," all people"," Walloon",""," {{t+|wa|tertos|m-p}"
"everybody"," all people"," Walloon",""," {{t+|wa|tolmonde|m}}"
"everyone"," every person"," Walloon",""," {{t+|wa|tertos}}"
"whatever_determiner"," for any ... that"," Walloon",""," {{t|wa|po tolmine ké|m}}"
"and"," used to connect two similar words` phrases` et cetera"," Welsh",""," {{qualifier|preconsonantal}} {{t+|cy|a}"
"and"," used to connect two similar words` phrases` et cetera"," Welsh",""," {{qualifier|prevocalic}} {{t+|cy|ac}}"
"and"," used at the end of a list to indicate the last item"," Welsh",""," {{qualifier|preconsonantal}} {{t+|cy|a}"
"and"," used at the end of a list to indicate the last item"," Welsh",""," {{qualifier|prevocalic}} {{t+|cy|ac}}"
"also"," in addition; besides; as well; further; too"," Welsh",""," {{t|cy|hefyd}}"
"every"," all of a countable group"," Welsh",""," {{t+|cy|pob}}"
"all_determiner"," every individual of the given class"," Welsh",""," {{t|cy|i gyd}"
"all_determiner"," every individual of the given class"," Welsh",""," {{t+|cy|holl}}"
"each_determiner"," every"," Welsh",""," {{t+|cy|pob}}"
"each_adverb"," apiece"," Welsh",""," {{t|cy|yr un}}"
"everyone"," every person"," Welsh",""," {{t+|cy|pob}}"
"everything"," all the things"," Welsh",""," {{t|cy|popeth}}"
"everywhere"," at all places"," Welsh",""," {{t|cy|pob man}}"
"and"," used to connect two similar words` phrases` et cetera"," West Frisian",""," {{t+|fy|en}}"
"and"," used at the end of a list to indicate the last item"," West Frisian",""," {{t+|fy|en}}"
"also"," in addition; besides; as well; further; too"," West Frisian",""," {{t|fy|ek}}"
"everywhere"," at all places"," Westrobothnian",""," {{t|gmq-bot|allomstassom}"
"everywhere"," at all places"," Westrobothnian",""," {{t|gmq-bot|allstass}"
"everywhere"," at all places"," Westrobothnian",""," {{t|gmq-bot|allstans}}"
"and"," used to connect two similar words` phrases` et cetera"," White Hmong",""," {{t|mww|thiab}}"
"and"," used to connect two similar words` phrases` et cetera"," Xhosa",""," {{t-check|xh|na-}"
"and"," used to connect two similar words` phrases` et cetera"," Xhosa",""," {{t-check|xh|ne-}"
"and"," used to connect two similar words` phrases` et cetera"," Xhosa",""," {{t-check|xh|ni-}"
"and"," used to connect two similar words` phrases` et cetera"," Xhosa",""," {{t-check|xh|no-}"
"and"," used to connect two similar words` phrases` et cetera"," Xhosa",""," {{t-check|xh|nu-}}"
"and"," used at the end of a list to indicate the last item"," Xhosa",""," {{t-check|xh|na-}"
"and"," used at the end of a list to indicate the last item"," Xhosa",""," {{t-check|xh|ne-}"
"and"," used at the end of a list to indicate the last item"," Xhosa",""," {{t-check|xh|ni-}"
"and"," used at the end of a list to indicate the last item"," Xhosa",""," {{t-check|xh|no-}"
"and"," used at the end of a list to indicate the last item"," Xhosa",""," {{t-check|xh|nu-}}"
"every"," all of a countable group"," Yagnobi",""," {{t|yai|ҳар}}"
"and"," used to connect two similar words` phrases` et cetera"," Yakut",""," {{t|sah|уонна}}"
"everything"," all the things"," Yámana",""," {{t|yag|xanikina}}"
"and"," used to connect two similar words` phrases` et cetera"," Yiddish",""," {{t+|yi|און}}"
"also"," in addition; besides; as well; further; too"," Yiddish",""," {{t|yi|אויך}}"
"every"," all of a countable group"," Yiddish",""," {{t|yi|יעדער}}"
"all_determiner"," every individual of the given class"," Yiddish",""," {{t|yi|אַלע}}"
"each_determiner"," every"," Yiddish",""," {{t|yi|יעדער}"
"each_determiner"," every"," Yiddish",""," {{t|yi|איטלעך}}"
"everything"," all the things"," Yiddish",""," {{t|yi|אַלץ}"
"everything"," all the things"," Yiddish",""," {{t|yi|אַלצדינג}}"
"anything_pronoun"," =any thing of any kind"," Yiddish",""," {{t|yi|עפּעס}}"
"anything_noun"," =someone or something"," Yiddish",""," {{t|yi|עפּעס}}"
"everywhere"," at all places"," Yiddish",""," {{t|yi|אומעטום}}"
"all_determiner"," every individual of the given class"," Yoruba",""," {{t|yo|gbogbo}}"
"wherever_conjunction"," in all places` everywhere"," Yoruba",""," {{t|yo|nibikibi}}"
"and"," used to connect two similar words` phrases` et cetera"," Yucatec Maya",""," {{t|yua|yéetel}}"
"and"," used to connect two similar words` phrases` et cetera"," Yup'ik",""," {{t|esu|-llu}}"
"every"," all of a countable group"," Zazaki",""," {{t+|zza|herg}}"
"each_determiner"," every"," Zazaki",""," {{t+|zza|her}"
"each_determiner"," every"," Zazaki",""," {{t+|zza|herg}}"
"and"," used to connect two similar words` phrases` et cetera"," Zealandic",""," {{t|zea|en}"
